Date,Open,High,Low,Close,Volume
,SPY,SPY,SPY,SPY,SPY
2010-01-04,84.5568121781178,85.32434499347764,83.9096740780453,85.2791976928711,118944600
2010-01-05,85.22652782650235,85.54257042722244,84.9180059488875,85.50494384765625,111579900
2010-01-06,85.42215804792045,85.77582717886533,85.35443710336125,85.56513214111328,116074400
2010-01-07,85.4070985103873,86.03166281125682,85.16630339620981,85.92631530761719,131091100
2010-01-08,85.70059738838685,86.24991448488359,85.5275288893746,86.21228790283203,126402800
2010-01-11,86.59605622622514,86.63367706683287,85.96396524930574,86.33268737792969,106375700
2010-01-12,85.76079558381207,85.94139054314203,85.19643131252192,85.52752685546875,163333500
2010-01-13,85.74574627651234,86.49071127960713,85.30930891811566,86.24991607666016,161822000
2010-01-14,86.15210445789536,86.6412214148364,86.09943067736397,86.48320007324219,115718800
2010-01-15,86.33267875169874,86.41544688916983,85.18137091674075,85.51246643066406,212283100
2010-01-19,85.49744086451041,86.63369031824337,85.47486146747967,86.58101654052734,139172700
2010-01-20,85.99403802491253,86.12195917612536,85.01581036498037,85.70056915283203,216490200
2010-01-21,85.72315406332326,85.98652286249157,83.94728767320377,84.0526351928711,344859600
2010-01-22,83.67641541326412,84.08275841840144,82.08866997765772,82.17897033691406,345942400
2010-01-25,82.93144495801803,83.08194553654465,82.32945986694172,82.60034942626953,186937500
2010-01-26,82.27680797306766,83.12712073935386,82.05106564102746,82.25423431396484,211168800
2010-01-27,82.14885689922738,82.8336215952999,81.51677170993881,82.64550018310547,271863600
2010-01-28,82.91640908376232,82.96155639297517,81.20074244154416,81.69738006591797,316104000
2010-01-29,82.05105093948572,82.6229417453403,80.68152703618387,80.8094482421875,310677600
2010-02-01,81.38133440276508,82.07361990975097,80.89221752071676,82.06609344482422,187865000
2010-02-02,82.21657650967701,83.21737797316113,81.93062831353063,83.05935668945312,216327900
2010-02-03,82.68312102093842,83.134617003013,82.40470500513698,82.64550018310547,172730700
2010-02-04,82.00589601528401,82.04351685655097,80.07952867468879,80.0945816040039,356715700
2010-02-05,80.18487104683932,80.42566623126487,78.69495263727187,80.26012420654297,493585800
2010-02-08,80.32033691312758,80.7643065438269,79.62052485264425,79.68072509765625,224166900
2010-02-09,80.61379185562167,81.38133049297926,79.9666536872654,80.6815185546875,337820500
2010-02-10,80.55360628513533,80.96747002589821,79.84626780392581,80.52350616455078,240511500
2010-02-11,80.41813663847691,81.45656468034049,79.95159350841735,81.36626434326172,223591600
2010-02-12,80.50843365201384,81.3436931367927,80.14724377487191,81.29854583740234,304622100
2010-02-16,81.91560387564233,82.66056320314178,81.13301796209291,82.57778930664062,159317500
2010-02-17,82.97662167798347,83.08197499080704,82.57780505026687,82.96910095214844,168845100
2010-02-18,82.8336264152981,83.63125941229276,82.8035262986743,83.45819091796875,193708600
2010-02-19,83.23997367860622,83.95483282706958,83.044325780949,83.63126373291016,222684900
2010-02-22,83.93980847231578,83.9623821318379,83.3980176797363,83.6463394165039,132346900
2010-02-23,83.42057502127678,83.67641743383145,82.41224107877018,82.63046264648438,207497000
2010-02-24,82.87878944383982,83.52592772150355,82.66809432850955,83.3904800415039,176350700
2010-02-25,82.2015406815064,83.33779575709971,81.97579840397162,83.27759552001953,259634700
2010-02-26,83.35282725047601,83.61620180285554,82.85618974060819,83.33025360107422,173589300
2010-03-01,83.67638558313483,84.27837628154941,83.65381193662083,84.19560241699219,147709700
2010-03-02,84.55684389921163,84.83526001207807,84.2784220453333,84.42891693115234,160992400
2010-03-03,84.64711113417638,85.00830678064037,84.29344195187063,84.50414276123047,150785000
2010-03-04,84.61701276054208,84.8803873424114,84.30097015151108,84.7599868774414,135770400
2010-03-05,85.30930362090304,86.03920990816181,85.1061292723075,85.97148895263672,176118800
2010-03-08,85.97898288064641,86.17462494991275,85.83600881840658,85.98650360107422,114631200
2010-03-09,85.73068489215099,86.5283177933959,85.68553759314001,86.12950134277344,154556700
